Name, n, |M|, distribution
TT_20_0.05_18, 20, 18, -0.513,-68.608,-1.888,-1.487,-94.401,-33.717,-68.376,-113,0,-67.336,-37.164,-97.599,-38.535,-71.912,-65.768,-5.112,-11.885,-13.1,-33.584,-17.015,
TT_20_0.05_19, 20, 12, -3.392,-71.396,-53,-0.378,-35.227,-15,-2.76,-14,-10,-36.5,0,-2.024,-73.631,-68.973,0,-0.446,-92,-38.668,-18,-34.605,
TT_20_0.05_20, 20, 9, -66.874,-38,-47.088,-9,-31,-16.31,0,-69.144,-17.31,0,-87,-47.912,-66.982,0,0,-20.7,0,-20.68,-1,-6,
TT_20_0.05_21, 20, 16, -69.987,-25.018,-70.59,0,0,-74.581,-6.008,0,-6.992,-41.088,-72.788,-112.25,-71.986,-13.805,-73.068,0,-107.75,-24.982,-18.195,-37.912,
TT_20_0.05_22, 20, 16, 0,-0.968,-4.479,-49.972,0,-16.868,-87.419,-7.521,-52.734,-24.495,-14.136,-75,-56.036,-1.032,-31,-84.581,-51.538,-22.505,-13.996,-53.72,
TT_20_0.05_23, 20, 14, -12.555,-5,0,-13.445,-71.369,-74.072,0,-74.559,-39.304,-98.28,-24.946,-100.84,-39.696,-50.88,0,-25.054,-100.88,-1,0,-52.12,
TT_20_0.05_24, 20, 11, -57,-43.703,-24.465,-20.51,-92,0,-21.195,0,-20.83,0,-36,-71.847,-46.297,-5.944,-74.036,-70.117,0,-3,-11.056,0,
TT_20_0.05_25, 20, 19, -13.015,-35,-52.488,-54.48,-54.512,-1.538,-1.462,-3.044,-1.502,-1.518,-1.477,-14.85,-0.503,-54.52,-12.135,-79.716,-77.284,-27.024,-3.956,-25.976,
TT_20_0.05_26, 20, 14, -0.273,-0.569,-29.018,0,-0.596,-7.03,-49.518,-12,-8.9,-0.562,-27.982,-34,-48.482,-21,-8.968,-65.75,-64.25,0,-13,-6.102,
TT_20_0.05_27, 20, 17, -42.184,-6.952,-11,-4.206,-18,-8.134,-79.24,-4.918,0,-0.489,-21.57,-79.76,-60.536,-40.816,-24.43,-42,-63.464,-0.511,-4.812,-6.978,
TT_20_0.05_28, 20, 15, -15.088,0,-96.99,-5.506,-6.536,-6.407,-79.329,-59.04,-31,-26,-19.912,-1,-98.01,-55.928,0,-38.528,-7.551,-56.032,-35.472,-76.671,
TT_20_0.05_29, 20, 18, -30.63,-19.092,-73,-56.874,-18.908,-8.404,-31.4,-31.815,-11.569,-3.036,-56.88,0,-11.605,-58.198,-1.894,-34.155,-10.422,-3.07,-56.132,-58.916,
TT_20_0.05_30, 20, 17, -26,-49.128,-16.068,-5.141,-54.104,-31,-0.352,-0.307,-6.94,-15.16,-89.8,-89.01,-88.19,-49.176,-74,-18.056,-0.341,-2.919,-17.716,-50.592,
TT_20_0.05_31, 20, 16, -19.41,-77.901,-36.03,-1.841,0,-0.337,-34.844,-47.493,-13.068,-10,-12.932,-59,-74.982,-47.507,-23.59,-0.822,-35.126,-94,-2,-78.117,
TT_20_0.05_32, 20, 13, -20.08,-52.84,-72,-10.153,-12.946,0,-39.577,-21.884,-10.901,0,-62,-50.16,0,-5.902,-4.018,-39.423,-6.08,-22.036,-28,0,
TT_20_0.05_33, 20, 17, -17.012,-7.877,-33.445,0,-83.16,-54.15,-81.84,-67,-8.856,-55.318,-34.695,-1,-31.54,-56.82,-20.988,-10.003,-7.132,-10.132,-30.32,-56.712,
TT_20_0.05_34, 20, 14, -46.888,-20.096,0,-88.66,-19.08,-31,-20.008,-7.934,-45.192,0,-85.84,-85.17,-90.33,-3.997,-44.92,-6.069,0,-18.816,-63,-33,
TT_20_0.05_35, 20, 14, 0,-18.784,-78.94,-5.168,-18.144,-21.952,-35,-79.88,-2,-19.12,0,-44.518,-81.85,-78.58,-5.015,0,-48.482,-4.817,-31,-78.75,
