Name, n, |M|, distribution
TT_20_0.05_18, 20, 18, -0.476,-67.4,-1.972,-1.524,-94.716,-33.346,-68.848,-113,0,-67.376,-37.521,-97.284,-38.514,-72.368,-66.008,-5.028,-12,-12.865,-33.619,-17.135,
TT_20_0.05_19, 20, 12, -3.06,-71.117,-53,-0.462,-35.185,-15,-2.759,-14,-10,-36.388,0,-2.158,-73.982,-68.901,0,-0.561,-92,-38.213,-18,-35.214,
TT_20_0.05_20, 20, 9, -66.964,-38,-46.928,-9,-31,-16.475,0,-69.225,-17.31,0,-87,-48.072,-66.811,0,0,-20.355,0,-20.86,-1,-6,
TT_20_0.05_21, 20, 16, -70.167,-25.06,-69.843,0,0,-74.014,-5.98,0,-7.02,-40.864,-73.328,-111.83,-71.131,-13.455,-74.517,0,-108.17,-24.94,-18.545,-38.136,
TT_20_0.05_22, 20, 16, 0,-1.012,-4.47,-49.692,0,-16.908,-87.554,-7.53,-53.154,-24.49,-14.092,-75,-55.294,-0.988,-31,-84.446,-52.245,-22.51,-14,-53.615,
TT_20_0.05_23, 20, 14, -12.565,-5,0,-13.435,-71.351,-73.577,0,-75.072,-39.437,-97.83,-25.108,-101.1,-39.563,-51.152,0,-24.892,-101.07,-1,0,-51.848,
TT_20_0.05_24, 20, 11, -57,-43.591,-24.59,-20.315,-92,0,-21.54,0,-20.555,0,-36,-71.991,-46.409,-6.012,-73.721,-70.288,0,-3,-10.988,0,
TT_20_0.05_25, 20, 19, -13.145,-35,-52.984,-55.048,-53.928,-1.492,-1.488,-2.99,-1.434,-1.462,-1.591,-15.12,-0.533,-54.04,-11.735,-79.581,-77.419,-27.042,-4.01,-25.958,
TT_20_0.05_26, 20, 14, -0.258,-0.575,-28.946,0,-0.59,-7.012,-49.581,-12,-8.978,-0.577,-28.054,-34,-48.419,-21,-9.052,-65.91,-64.09,0,-13,-5.958,
TT_20_0.05_27, 20, 17, -42.184,-7.078,-11,-4.4,-18,-7.78,-79.23,-4.822,0,-0.478,-21.451,-79.77,-60.599,-41.272,-24.549,-41.544,-63.401,-0.522,-4.892,-7.028,
TT_20_0.05_28, 20, 15, -15.032,0,-97.11,-5.386,-6.41,-6.605,-79.293,-58.776,-31,-26,-19.968,-0.999,-97.89,-56.048,-0.014,-38.584,-7.587,-56.176,-35.416,-76.707,
TT_20_0.05_29, 20, 18, -30.57,-19.04,-73,-57.096,-18.96,-8.581,-31.645,-31.335,-11.518,-3.028,-57.378,0,-11.44,-57.868,-2.048,-34.45,-10.461,-2.924,-55.742,-58.916,
TT_20_0.05_30, 20, 17, -26,-49.096,-15.884,-5,-53.712,-31,-0.327,-0.331,-6.946,-15.152,-90.06,-88.98,-87.96,-49.032,-74,-17.976,-0.342,-3.054,-17.988,-51.16,
TT_20_0.05_31, 20, 16, -19.49,-78.135,-36.126,-1.817,0,-0.35,-35.024,-47.493,-13.252,-9.892,-12.856,-59,-75.162,-47.507,-23.51,-0.833,-34.85,-94,-2,-77.703,
TT_20_0.05_32, 20, 13, -20.068,-53.152,-72,-10.006,-12.94,0,-39.493,-22,-11.054,0,-62,-49.848,0,-5.94,-4.064,-39.507,-5.996,-21.932,-28,0,
