Name, n, |M|, time solution, time partition, time distribution, generated solutions, used solutions, geometric mean, arithmetic mean, minimum selection probability
10-instance-28, 10, 7, 0.001,0.004,0.179,7,8,1,0.428571,0.235,
10-instance-29, 10, 2, 0.001,0.003,0.054,10,2,1,0.5,0.475,
10-instance-30, 10, 0, 0.001,0.001,0,11,0,0,0,1,
10-instance-31, 10, 0, 0.001,0.002,0,11,0,0,0,1,
10-instance-32, 10, 0, 0.001,0.001,0,11,0,0,0,1,
10-instance-33, 10, 0, 0.001,0.001,0,11,0,0,0,1,
10-instance-34, 10, 2, 0.001,0.009,0.166,10,2,1,0.5,0.495,
10-instance-35, 10, 0, 0.001,0.004,0,11,0,0,0,1,
10-instance-36, 10, 4, 0.008,0.019,0.192,10,4,1,0.25,0.225,
10-instance-37, 10, 2, 0.001,0.002,0.094,10,2,1,0.5,0.475,
10-instance-38, 10, 2, 0.001,0.003,0.055,10,2,1,0.5,0.455,
10-instance-39, 10, 2, 0.001,0.003,0.056,10,2,1,0.5,0.48,
10-instance-40, 10, 3, 0.002,0.003,0.104,10,3,1,0.333333,0.305,
10-instance-41, 10, 3, 0.007,0.036,0.583,10,3,1,0.666667,0.625,
10-instance-42, 10, 0, 0.001,0.001,0,11,0,0,0,1,
10-instance-43, 10, 2, 0.001,0.004,0.127,10,2,1,0.5,0.48,
10-instance-44, 10, 2, 0.002,0.004,0.092,10,2,1,0.5,0.455,
10-instance-45, 10, 0, 0,0.002,0,11,0,0,0,1,
10-instance-46, 10, 0, 0.007,0.023,0,11,0,0,0,1,
10-instance-47, 10, 0, 0.001,0.001,0,11,0,0,0,1,
10-instance-48, 10, 0, 0,0.003,0,11,0,0,0,1,
10-instance-49, 10, 0, 0.001,0.002,0,11,0,0,0,1,
10-instance-50, 10, 3, 0.001,0.004,0.103,10,3,1,0.333333,0.285,
20-instance-1, 20, 6, 0.01,0.062,1.501,17,10,1,0.5,0.4,
20-instance-2, 20, 0, 0.001,0.008,0,21,0,0,0,1,
20-instance-3, 20, 0, 0.008,0.138,0,21,0,0,0,1,
20-instance-4, 20, 4, 0.003,0.006,0.457,18,4,1,0.5,0.465,
20-instance-5, 20, 0, 0,0.006,0,21,0,0,0,1,
20-instance-6, 20, 7, 0.009,0.093,1.397,18,11,1,0.285714,0.155,
20-instance-7, 20, 8, 0.003,0.012,1.012,18,13,1,0.375,0.145,
20-instance-8, 20, 8, 0.008,0.109,1.569,20,8,1,0.125,0.07,
20-instance-9, 20, 9, 0.004,0.054,1.482,16,13,1,0.555556,0.18,
20-instance-10, 20, 2, 0.003,0.015,0.204,20,2,1,0.5,0.465,
20-instance-11, 20, 2, 0.001,0.007,0.073,20,2,1,0.5,0.5,
20-instance-12, 20, 8, 0.001,0.011,0.146,18,6,1,0.25,0.12,
20-instance-13, 20, 9, 0.001,0.006,0.172,15,14,1,0.555556,0.43,
20-instance-14, 20, 6, 0.014,0.158,2.062,19,14,1,0.333333,0.27,
20-instance-15, 20, 15, 0.015,0.142,2.988,14,166,1,0.533333,0.245,
20-instance-16, 20, 0, 0.007,0.116,0,21,0,0,0,1,
20-instance-17, 20, 6, 0.001,0.007,0.087,20,6,1,0.166667,0.14,
20-instance-18, 20, 9, 0.001,0.02,0.351,19,14,1,0.222222,0.11,
20-instance-19, 20, 0, 0.001,0.005,0,21,0,0,0,1,
20-instance-20, 20, 9, 0.01,0.096,1.598,19,21,1,0.222222,0.11,
20-instance-21, 20, 11, 0.009,0.113,1.922,17,65,1,0.454545,0.21,
20-instance-22, 20, 4, 0.009,0.128,1.358,20,4,1,0.75,0.695,
20-instance-23, 20, 5, 0,0.009,0.096,20,5,1,0.2,0.155,
20-instance-24, 20, 10, 0.001,0.007,0.092,19,21,1,0.2,0.115,
20-instance-25, 20, 0, 0.002,0.022,0,21,0,0,0,1,
20-instance-26, 20, 10, 0.003,0.062,2.6,18,79,1,0.4,0.32,
20-instance-27, 20, 0, 0.001,0.01,0,21,0,0,0,1,
20-instance-28, 20, 11, 0.002,0.018,0.492,17,13,1,0.272727,0.075,
20-instance-29, 20, 6, 0.009,0.148,1.767,19,12,1,0.333333,0.255,
20-instance-30, 20, 8, 0.008,0.148,1.877,18,15,1,0.25,0.175,
20-instance-31, 20, 5, 0.001,0.011,0.206,19,6,1,0.6,0.465,
20-instance-32, 20, 10, 0.009,0.094,1.636,16,25,1,0.4,0.15,
20-instance-33, 20, 0, 0.002,0.005,0,21,0,0,0,1,
20-instance-34, 20, 0, 0,0.008,0,21,0,0,0,1,
20-instance-35, 20, 8, 0.003,0.03,1.631,16,53,1,0.375,0.33,
20-instance-36, 20, 3, 0.003,0.024,0.397,20,3,1,0.333333,0.285,
20-instance-37, 20, 5, 0.008,0.116,1.633,20,5,1,0.2,0.175,
20-instance-38, 20, 5, 0.001,0.005,0.101,20,5,1,0.2,0.175,
20-instance-39, 20, 0, 0.001,0.024,0,21,0,0,0,1,
20-instance-40, 20, 9, 0.004,0.045,1.837,17,42,1,0.444444,0.26,
20-instance-41, 20, 7, 0.003,0.035,1.599,18,35,1,0.428571,0.365,
20-instance-42, 20, 5, 0.015,0.064,1.954,18,6,1,0.6,0.475,
20-instance-43, 20, 8, 0.01,0.142,1.924,17,30,1,0.5,0.355,
20-instance-44, 20, 5, 0.01,0.071,1.315,18,6,1,0.6,0.42,
20-instance-45, 20, 11, 0.008,0.145,2.116,17,47,1,0.454545,0.175,
20-instance-46, 20, 6, 0.001,0.009,0.105,20,6,1,0.166667,0.135,
20-instance-47, 20, 8, 0.009,0.139,1.838,17,24,1,0.625,0.48,
20-instance-48, 20, 2, 0.008,0.048,0.135,20,2,1,0.5,0.495,
20-instance-49, 20, 2, 0,0.004,0.087,20,2,1,0.5,0.49,
20-instance-50, 20, 3, 0.01,0.183,1.496,20,3,1,0.666667,0.65,
30-instance-1, 30, 7, 0.012,0.246,2.227,26,12,1,0.571429,0.49,
30-instance-2, 30, 8, 0.002,0.036,1.3,29,16,1,0.5,0.185,
30-instance-3, 30, 7, 0.002,0.017,0.23,28,10,1,0.285714,0.165,
30-instance-4, 30, 0, 0.009,0.153,0,31,0,0,0,1,
30-instance-5, 30, 15, 0.008,0.038,1.915,30,15,1,0.0666667,0.045,
30-instance-6, 30, 10, 0.008,0.083,1.622,26,28,1,0.6,0.315,
30-instance-7, 30, 2, 0.001,0.006,0.055,30,2,1,0.5,0.465,
30-instance-8, 30, 8, 0.012,0.159,1.697,30,8,1,0.125,0.09,
30-instance-9, 30, 15, 0.014,0.23,2.248,26,51,1,0.266667,0.06,
30-instance-10, 30, 13, 0.004,0.049,2.019,25,67,1,0.307692,0.085,
30-instance-11, 30, 4, 0.003,0.024,1.3,30,4,1,0.75,0.72,
30-instance-12, 30, 17, 0.009,0.06,1.928,26,40,1,0.176471,0.015,
30-instance-13, 30, 5, 0.008,0.11,1.629,29,7,1,0.4,0.275,
30-instance-14, 30, 14, 0.009,0.187,2.014,26,47,1,0.142857,0.07,
30-instance-15, 30, 9, 0.011,0.258,2.153,29,18,1,0.222222,0.15,
30-instance-16, 30, 0, 0.014,0.312,0,31,0,0,0,1,
30-instance-17, 30, 3, 0.001,0.025,0.723,30,3,1,0.666667,0.655,
30-instance-18, 30, 13, 0.013,0.196,2.367,26,42,1,0.538462,0.095,
30-instance-19, 30, 21, 0.015,0.225,2.848,24,135,1,0.285714,0.005,
30-instance-20, 30, 7, 0.011,0.084,1.26,28,11,1,0.285714,0.15,
30-instance-21, 30, 4, 0.001,0.01,0.449,28,5,1,0.5,0.395,
30-instance-22, 30, 17, 0.011,0.221,1.872,26,61,1,0.176471,0.015,
30-instance-23, 30, 11, 0.012,0.189,2.148,24,81,1,0.545455,0.275,
30-instance-24, 30, 13, 0.016,0.284,2.769,23,159,1,0.384615,0.24,
30-instance-25, 30, 15, 0.013,0.234,2.24,26,50,1,0.2,0.05,
30-instance-26, 30, 6, 0.01,0.066,0.418,30,6,1,0.166667,0.115,
30-instance-27, 30, 14, 0.018,0.251,2.906,23,166,1,0.357143,0.13,
30-instance-28, 30, 5, 0.003,0.075,1.35,29,6,1,0.6,0.415,
30-instance-29, 30, 9, 0.007,0.063,1.351,26,44,1,0.666667,0.595,
30-instance-30, 30, 3, 0.004,0.04,0.576,30,3,1,0.333333,0.315,
30-instance-31, 30, 6, 0.011,0.233,1.759,29,12,1,0.5,0.45,
30-instance-32, 30, 11, 0.003,0.08,1.739,26,53,1,0.454545,0.11,
30-instance-33, 30, 12, 0.008,0.215,2.533,28,83,1,0.25,0.13,
30-instance-34, 30, 14, 0.011,0.14,1.752,26,116,1,0.214286,0.1,
30-instance-35, 30, 10, 0.009,0.171,1.715,28,21,1,0.2,0.1,
30-instance-36, 30, 6, 0.009,0.12,1.561,28,5,1,0.666667,0.225,
30-instance-37, 30, 7, 0.011,0.216,2.099,29,14,1,0.285714,0.16,
30-instance-38, 30, 3, 0.01,0.181,0.717,30,3,1,0.333333,0.285,
30-instance-39, 30, 7, 0.01,0.198,1.771,28,34,1,0.428571,0.355,
30-instance-40, 30, 0, 0.009,0.135,0,31,0,0,0,1,
30-instance-41, 30, 12, 0.014,0.235,2.467,23,133,1,0.583333,0.32,
30-instance-42, 30, 13, 0.023,0.276,2.645,25,176,1,0.307692,0.265,
30-instance-43, 30, 7, 0.009,0.241,1.896,30,7,1,0.142857,0.11,
30-instance-44, 30, 9, 0.012,0.271,2.061,27,27,1,0.333333,0.15,
30-instance-45, 30, 8, 0.002,0.023,0.676,26,28,1,0.375,0.275,
30-instance-46, 30, 21, 0.011,0.216,2.343,21,130,1,0.333333,0.035,
30-instance-47, 30, 17, 0.009,0.18,2.075,25,139,1,0.176471,0.125,
30-instance-48, 30, 9, 0.01,0.182,1.809,27,28,1,0.555556,0.245,
30-instance-49, 30, 14, 0.009,0.142,1.916,28,80,1,0.142857,0.11,
30-instance-50, 30, 4, 0.003,0.046,1.414,28,6,1,0.5,0.45,
40-instance-1, 40, 15, 0.011,0.099,2.318,34,1,1,0.266667,0,
40-instance-2, 40, 7, 0.002,0.062,1.257,39,1,1,0.714286,0,
40-instance-3, 40, 9, 0.017,0.305,2.386,35,1,1,0.555556,0,
40-instance-4, 40, 17, 0.018,0.41,3.218,31,1,1,0.352941,0,
40-instance-5, 40, 11, 0.018,0.485,2.892,36,1,1,0.818182,0,
40-instance-6, 40, 4, 0.01,0.208,1.662,40,1,1,0.25,0,
40-instance-7, 40, 3, 0.012,0.352,1.807,40,1,1,0.666667,0,
40-instance-8, 40, 27, 0.019,0.273,2.496,26,1,1,0.296296,0,
40-instance-9, 40, 11, 0.004,0.078,1.667,35,1,1,0.454545,0,
40-instance-10, 40, 10, 0.011,0.152,2.693,35,1,1,0.4,0,
40-instance-11, 40, 12, 0.014,0.437,2.759,34,1,1,0.5,0,
40-instance-12, 40, 17, 0.021,0.537,2.283,32,1,1,0.411765,0,
40-instance-13, 40, 11, 0.01,0.254,2.172,32,1,1,0.545455,0,
40-instance-14, 40, 13, 0.018,0.401,2.805,34,1,1,0.230769,0,
40-instance-15, 40, 18, 0.016,0.382,2.809,31,1,1,0.277778,0,
40-instance-16, 40, 18, 0.018,0.367,3.104,31,8,1,0.333333,0,
40-instance-17, 40, 23, 0.019,0.434,3.089,31,1,1,0.217391,0,
40-instance-18, 40, 11, 0.015,0.233,2.068,34,1,1,0.454545,0,
40-instance-19, 40, 14, 0.02,0.408,3.076,31,1,1,0.428571,0,
40-instance-20, 40, 0, 0.01,0.09,0,41,0,0,0,1,
40-instance-21, 40, 19, 0.015,0.292,2.834,28,1,1,0.421053,0,
40-instance-22, 40, 8, 0.011,0.083,1.282,36,7,1,0.5,0,
40-instance-23, 40, 19, 0.017,0.436,3.046,32,1,1,0.473684,0,
40-instance-24, 40, 13, 0.003,0.027,0.287,37,1,1,0.230769,0,
40-instance-25, 40, 5, 0.015,0.401,2.373,39,1,1,0.4,0,
40-instance-26, 40, 9, 0.011,0.221,2.278,38,1,1,0.555556,0,
40-instance-27, 40, 20, 0.017,0.245,2.868,31,1,1,0.25,0,
40-instance-28, 40, 9, 0.016,0.317,3.355,36,1,1,0.666667,0,
40-instance-29, 40, 18, 0.018,0.336,2.896,30,1,1,0.388889,0,
40-instance-30, 40, 21, 0.019,0.375,3.509,27,1,1,0.380952,0,
40-instance-31, 40, 17, 0.013,0.405,2.469,33,1,1,0.176471,0,
40-instance-32, 40, 20, 0.022,0.395,3.643,29,1,1,0.6,0,
40-instance-33, 40, 19, 0.013,0.36,2.711,28,1,1,0.315789,0,
40-instance-34, 40, 18, 0.023,0.521,4.106,35,1,1,0.388889,0,
40-instance-35, 40, 14, 0.011,0.334,2.332,32,1,1,0.428571,0,
40-instance-36, 40, 17, 0.013,0.292,2.853,34,1,1,0.235294,0,
40-instance-37, 40, 18, 0.017,0.446,2.631,32,1,1,0.388889,0,
40-instance-38, 40, 23, 0.021,0.423,3.71,29,1,1,0.391304,0,
40-instance-39, 40, 4, 0.001,0.019,0.116,40,1,1,0.25,0,
40-instance-40, 40, 11, 0.013,0.262,1.729,34,1,1,0.454545,0,
40-instance-41, 40, 2, 0.012,0.314,1.638,40,1,1,0.5,0,
40-instance-42, 40, 16, 0.02,0.443,2.996,32,1,1,0.5,0,
40-instance-43, 40, 9, 0.013,0.135,1.839,37,1,1,0.222222,0,
40-instance-44, 40, 18, 0.02,0.348,2.498,31,1,1,0.444444,0,
40-instance-45, 40, 18, 0.013,0.264,2.47,33,1,1,0.166667,0,
40-instance-46, 40, 14, 0.014,0.273,2.338,36,7,1,0.142857,0,
40-instance-47, 40, 12, 0.004,0.063,1.77,35,18,1,0.416667,0,
40-instance-48, 40, 23, 0.003,0.031,1.57,36,30,1,0.0869565,0,
40-instance-49, 40, 14, 0.013,0.15,2.137,34,1,1,0.285714,0,
40-instance-50, 40, 22, 0.023,0.442,3.164,30,1,1,0.409091,0,
40-instance-51, 40, 26, 0.007,0.17,2.95,32,1,1,0.269231,0,
40-instance-52, 40, 18, 0.024,0.447,3.5,32,1,1,0.166667,0,
40-instance-53, 40, 8, 0.014,0.402,3.15,38,1,1,0.625,0,
40-instance-54, 40, 13, 0.015,0.319,2.409,32,1,1,0.538462,0,
40-instance-55, 40, 15, 0.012,0.343,2.407,34,1,1,0.266667,0,
40-instance-56, 40, 21, 0.028,0.494,3.442,27,1,1,0.428571,0,
40-instance-57, 40, 16, 0.013,0.305,2.41,33,1,1,0.3125,0,
40-instance-58, 40, 18, 0.019,0.38,2.779,36,1,1,0.222222,0,
40-instance-59, 40, 9, 0.011,0.306,2.419,37,1,1,0.333333,0,
40-instance-60, 40, 17, 0.032,0.469,2.982,33,1,1,0.470588,0,
40-instance-61, 40, 8, 0.005,0.109,1.822,37,1,1,0.5,0,
40-instance-62, 40, 15, 0.018,0.567,3.2,37,1,1,0.333333,0,
40-instance-63, 40, 14, 0.012,0.272,2.349,34,1,1,0.428571,0,
40-instance-64, 40, 14, 0.004,0.03,1.872,35,1,1,0.285714,0,
40-instance-65, 40, 5, 0.004,0.12,1.676,40,1,1,0.8,0,
50-instance-1, 50, 8, 0.023,0.482,3.051,50,1,1,0.125,0,
50-instance-2, 50, 19, 0.021,0.637,4.263,42,1,1,0.210526,0,
50-instance-3, 50, 27, 0.021,0.576,3.587,35,1,1,0.333333,0,
50-instance-4, 50, 18, 0.026,0.708,4.047,43,1,1,0.166667,0,
50-instance-5, 50, 18, 0.018,0.574,2.754,43,1,1,0.222222,0,
50-instance-6, 50, 8, 0.012,0.388,2.259,46,1,1,0.375,0,
50-instance-7, 50, 13, 0.018,0.663,3.375,45,1,1,0.230769,0,
50-instance-8, 50, 23, 0.018,0.565,3.016,43,1,1,0.217391,0,
50-instance-9, 50, 21, 0.028,0.487,3.626,36,1,1,0.47619,0,
50-instance-10, 50, 9, 0.007,0.264,2.926,50,1,1,0.111111,0,
50-instance-11, 50, 19, 0.023,0.89,4.36,38,1,1,0.473684,0,
50-instance-12, 50, 19, 0.016,0.483,2.673,41,1,1,0.473684,0,
50-instance-13, 50, 32, 0.02,0.57,4.04,35,1,1,0.46875,0,
50-instance-14, 50, 11, 0.022,0.428,3.191,45,1,1,0.272727,0,
50-instance-15, 50, 22, 0.013,0.527,3.051,42,1,1,0.272727,0,
50-instance-16, 50, 30, 0.027,0.817,5.359,38,1,1,0.3,0,
50-instance-17, 50, 20, 0.015,0.389,3.493,38,1,1,0.45,0,
50-instance-18, 50, 13, 0.012,0.325,2.074,42,1,1,0.461538,0,
50-instance-19, 50, 19, 0.015,0.485,2.783,43,1,1,0.473684,0,
50-instance-20, 50, 23, 0.021,0.431,3.081,34,1,1,0.391304,0,
50-instance-21, 50, 16, 0.01,0.266,2.003,49,1,1,0.1875,0,
50-instance-22, 50, 9, 0.02,0.707,3.18,47,1,1,0.222222,0,
50-instance-23, 50, 27, 0.02,0.653,4.073,34,1,1,0.37037,0,
50-instance-24, 50, 29, 0.015,0.395,3.124,33,1,1,0.275862,0,
50-instance-25, 50, 16, 0.019,0.404,2.7,44,1,1,0.6875,0,
50-instance-26, 50, 11, 0.016,0.433,2.747,44,1,1,0.272727,0,
50-instance-27, 50, 24, 0.012,0.418,3.189,39,1,1,0.375,0,
50-instance-28, 50, 15, 0.023,0.851,4.2,45,1,1,0.266667,0,
50-instance-29, 50, 14, 0.014,0.456,2.721,43,1,1,0.785714,0,
50-instance-30, 50, 6, 0.022,0.747,3.495,49,1,1,0.666667,0,
50-instance-31, 50, 17, 0.015,0.346,2.404,44,1,1,0.294118,0,
50-instance-32, 50, 14, 0.024,0.664,3.672,45,1,1,0.428571,0,
50-instance-33, 50, 4, 0.02,0.643,2.199,48,1,1,0.5,0,
50-instance-34, 50, 17, 0.021,0.74,4.161,42,1,1,0.176471,0,
50-instance-35, 50, 6, 0.018,0.798,3.53,47,1,1,0.5,0,
50-instance-36, 50, 20, 0.016,0.73,3.065,43,1,1,0.25,0,
50-instance-37, 50, 23, 0.028,0.737,4.211,39,1,1,0.26087,0,
50-instance-38, 50, 21, 0.015,0.658,4.311,37,1,1,0.571429,0,
50-instance-39, 50, 24, 0.014,0.376,2.565,37,1,1,0.458333,0,
50-instance-40, 50, 8, 0.004,0.078,1.13,49,1,1,0.5,0,
50-instance-41, 50, 22, 0.027,0.718,3.997,37,1,1,0.318182,0,
50-instance-42, 50, 18, 0.039,1.161,5.53,43,1,1,0.722222,0,
50-instance-43, 50, 19, 0.015,0.277,2.747,44,1,1,0.210526,0,
50-instance-44, 50, 17, 0.038,3.001,6.162,41,1,1,0.529412,0,
50-instance-45, 50, 11, 0.018,0.568,2.94,50,1,1,0.0909091,0,
50-instance-46, 50, 13, 0.01,0.265,2.001,43,1,1,0.461538,0,
50-instance-47, 50, 13, 0.052,1.241,5.262,45,1,1,0.230769,0,
50-instance-48, 50, 35, 0.022,0.453,3.955,31,1,1,0.314286,0,
50-instance-49, 50, 21, 0.015,0.523,2.888,41,1,1,0.380952,0,
50-instance-50, 50, 9, 0.005,0.127,1.898,46,1,1,0.444444,0,
60-instance-1, 60, 17, 0.011,0.177,2.221,54,1,1,0.235294,0,
60-instance-2, 60, 31, 0.022,0.849,4.627,45,1,1,0.290323,0,
60-instance-3, 60, 30, 0.018,0.605,3.479,45,1,1,0.333333,0,
60-instance-4, 60, 31, 0.03,0.785,4.927,42,1,1,0.354839,0,
60-instance-5, 60, 15, 0.021,0.706,3.547,52,1,1,0.466667,0,
60-instance-6, 60, 42, 0.035,0.935,5.715,34,1,1,0.404762,0,
60-instance-7, 60, 22, 0.018,0.772,5.15,51,1,1,0.318182,0,
60-instance-8, 60, 45, 0.026,0.677,4.497,39,1,1,0.288889,0,
60-instance-9, 60, 25, 0.015,0.446,2.326,50,1,1,0.28,0,
60-instance-10, 60, 24, 0.02,0.783,3.687,52,1,1,0.208333,0,
60-instance-11, 60, 32, 0.022,0.682,3.501,43,1,1,0.28125,0,
60-instance-12, 60, 25, 0.027,0.838,4.464,44,1,1,0.4,0,
60-instance-13, 60, 36, 0.026,0.728,5.135,37,1,1,0.388889,0,
60-instance-14, 60, 20, 0.018,0.581,2.943,53,1,1,0.25,0,
60-instance-15, 60, 41, 0.029,1.296,7.307,40,1,1,0.341463,0,
60-instance-16, 60, 11, 0.026,1.455,5.095,59,1,1,0.272727,0,
60-instance-17, 60, 23, 0.018,0.643,3.307,49,1,1,0.391304,0,
60-instance-18, 60, 34, 0.03,1.227,5.29,47,1,1,0.176471,0,
60-instance-19, 60, 30, 0.016,0.45,3.122,54,1,1,0.266667,0,
60-instance-20, 60, 26, 0.022,0.971,5.275,42,1,1,0.346154,0,
60-instance-21, 60, 32, 0.029,1.187,7.047,40,1,1,0.28125,0,
60-instance-22, 60, 20, 0.013,0.451,2.212,53,1,1,0.55,0,
60-instance-23, 60, 14, 0.03,1.292,7.235,51,1,1,0.571429,0,
60-instance-24, 60, 39, 0.063,1.996,9.115,36,1,1,0.358974,0,
60-instance-25, 60, 26, 0.033,1.423,7.169,45,1,1,0.423077,0,
60-instance-26, 60, 28, 0.02,0.59,3.429,48,1,1,0.285714,0,
60-instance-27, 60, 24, 0.014,0.684,3.743,53,1,1,0.166667,0,
60-instance-28, 60, 27, 0.035,1.074,4.802,44,1,1,0.222222,0,
60-instance-29, 60, 27, 0.038,1.209,7.396,41,1,1,0.481481,0,
60-instance-30, 60, 41, 0.044,1.49,6.171,37,1,1,0.292683,0,
60-instance-31, 60, 35, 0.021,1.167,6.48,42,1,1,0.171429,0,
60-instance-32, 60, 29, 0.027,1.16,6.305,42,1,1,0.344828,0,
60-instance-33, 60, 16, 0.033,1.095,4.392,51,1,1,0.3125,0,
60-instance-34, 60, 32, 0.019,0.463,3.652,49,1,1,0.1875,0,
60-instance-35, 60, 20, 0.016,0.486,2.338,48,1,1,0.6,0,
60-instance-36, 60, 35, 0.032,1.074,5.86,43,1,1,0.257143,0,
60-instance-37, 60, 35, 0.025,0.989,6.288,41,1,1,0.2,0,
60-instance-38, 60, 30, 0.03,0.954,5.875,46,1,1,0.433333,0,
60-instance-39, 60, 31, 0.022,0.837,4.441,44,1,1,0.387097,0,
60-instance-40, 60, 31, 0.027,1.407,5.416,48,1,1,0.258065,0,
60-instance-41, 60, 23, 0.016,0.687,3.855,47,1,1,0.391304,0,
60-instance-42, 60, 8, 0.003,0.112,1.965,60,1,1,0.875,0,
60-instance-43, 60, 33, 0.018,0.523,2.664,45,1,1,0.212121,0,
60-instance-44, 60, 29, 0.033,0.913,5.851,42,1,1,0.413793,0,
60-instance-45, 60, 23, 0.037,1.677,7.489,50,1,1,0.304348,0,
60-instance-46, 60, 24, 0.021,1.048,4.879,50,1,1,0.25,0,
60-instance-47, 60, 16, 0.016,0.448,2.636,53,1,1,0.375,0,
60-instance-48, 60, 30, 0.031,1.281,5.753,40,1,1,0.233333,0,
60-instance-49, 60, 36, 0.025,1.327,5.463,42,1,1,0.444444,0,
60-instance-50, 60, 22, 0.026,0.854,4.206,51,1,1,0.318182,0,
70-instance-1, 70, 32, 0.03,0.803,3.873,46,1,1,0.40625,0,
70-instance-2, 70, 37, 0.041,1.369,5.924,49,1,1,0.351351,0,
70-instance-3, 70, 40, 0.034,1.499,10.805,44,1,1,0.425,0,
70-instance-4, 70, 28, 0.05,2.979,6.774,56,1,1,0.25,0,
70-instance-5, 70, 30, 0.037,2.189,7.172,53,1,1,0.466667,0,
70-instance-6, 70, 34, 0.042,1.581,8.14,46,1,1,0.323529,0,
70-instance-7, 70, 33, 0.021,0.922,4.589,48,1,1,0.393939,0,
70-instance-8, 70, 24, 0.014,0.492,2.626,60,1,1,0.291667,0,
70-instance-9, 70, 43, 0.026,1.127,5.508,48,1,1,0.395349,0,
70-instance-10, 70, 35, 0.028,1.263,6.043,44,1,1,0.428571,0,
70-instance-11, 70, 21, 0.029,1.258,5.838,63,1,1,0.190476,0,
70-instance-12, 70, 31, 0.053,2.501,5.821,52,1,1,0.451613,0,
70-instance-13, 70, 30, 0.022,1.112,4.25,56,1,1,0.3,0,
70-instance-14, 70, 18, 0.037,1.226,4.629,62,1,1,0.388889,0,
70-instance-15, 70, 45, 0.026,0.891,4.377,49,1,1,0.244444,0,
70-instance-16, 70, 23, 0.027,1.504,7.621,56,1,1,0.521739,0,
70-instance-17, 70, 20, 0.021,0.959,4.426,57,1,1,0.45,0,
70-instance-18, 70, 38, 0.027,1.323,6.016,49,1,1,0.236842,0,
70-instance-19, 70, 28, 0.04,1.195,6.151,49,1,1,0.464286,0,
70-instance-20, 70, 9, 0.024,1.432,3.899,68,1,1,0.222222,0,
70-instance-21, 70, 27, 0.025,1.038,5.258,51,1,1,0.444444,0,
70-instance-22, 70, 26, 0.018,0.847,3.132,61,1,1,0.192308,0,
70-instance-23, 70, 20, 0.03,1.392,5.413,61,1,1,0.3,0,
70-instance-24, 70, 35, 0.033,1.453,6.275,50,1,1,0.371429,0,
70-instance-25, 70, 34, 0.032,1.449,6.157,56,1,1,0.294118,0,
70-instance-26, 70, 37, 0.016,0.471,3.405,56,1,1,0.297297,0,
70-instance-27, 70, 32, 0.031,1.643,6.757,57,1,1,0.21875,0,
70-instance-28, 70, 24, 0.04,1.696,6.235,60,1,1,0.208333,0,
70-instance-29, 70, 26, 0.052,2.721,8.543,54,1,1,0.423077,0,
70-instance-30, 70, 33, 0.036,1.787,7.448,63,1,1,0.121212,0,
70-instance-31, 70, 39, 0.027,0.955,4.927,52,1,1,0.333333,0,
70-instance-32, 70, 32, 0.023,0.929,4.45,53,1,1,0.34375,0,
70-instance-33, 70, 15, 0.022,1.436,4.939,62,1,1,0.333333,0,
70-instance-34, 70, 31, 0.024,1.033,3.899,61,1,1,0.129032,0,
