Name, n, |M|, distribution
TT_15_0.25_35, 15, 6, -14.444,-68.02,0,-8,0,0,0,-31.792,0,-59.98,0,-44,-20.556,0,-31.208,
TT_15_0.25_36, 15, 3, -2,-15,0,-31,0,-62,0,-28,-6,-16,0,-28,0,-56,0,
TT_15_0.25_37, 15, 8, -43.32,-52.76,-3,-12.576,-61.15,-13.864,0,-44.68,0,-9.56,0,-53.09,0,0,0,
TT_15_0.25_38, 15, 10, -55.491,-39,-56.509,-0.963,-22.085,-3.626,-16.015,0,-37,-20,0,-25.9,-0.554,-0.84,-6.017,
TT_15_0.25_39, 15, 7, -1,-23,-55,0,-30.57,-0.536,-0.464,-31,-11.096,-17.932,0,-32.43,0,-9.972,0,
TT_15_0.25_40, 15, 13, 0,-6.174,-20.03,-2.784,-0.084,-64.97,-42.768,0,-56.03,-1.174,-50.232,-25.521,-0.09,-18.479,-18.664,
TT_15_0.25_41, 15, 10, -3,-22.342,-11.898,-15.76,-1,-51.92,-42.374,-1,-5,0,-39.626,-0.49,-0.51,-68.04,-58.04,
TT_15_0.25_42, 15, 5, -2.49,-10,-2.51,0,-48.045,0,0,-1,0,-7,-52,-50.847,0,-34.108,-22,
TT_15_0.25_43, 15, 12, -54.88,-9.928,-35.788,-10.072,-18.515,-46.12,-1.226,-0.492,0,0,-2.569,-2.713,-1.485,0,-43.212,
TT_15_0.25_44, 15, 9, -25.495,-38,-19.347,0,-67.16,0,-1,-42,-19.455,-57.03,0,-22.048,-3.325,-50.81,-1.33,
TT_15_0.25_45, 15, 9, -36.653,-48.383,0,-42.563,-9,0,-0.322,-79.01,-23,0,-3.207,-4.471,-51.401,0,-75.99,
TT_15_0.25_46, 15, 9, -7,-39.944,0,-52.374,0,-41.056,-18.844,-16.543,-1,-61.68,-84,-48.96,-16.613,-57.986,-1,
TT_15_0.25_47, 15, 11, -2.976,-51.545,-28,-16.486,0,-4.97,0,-35.455,-4.83,-12.514,-1,-4.2,-66.2,-2.024,-60.8,
TT_15_0.25_48, 15, 5, -37,-10.086,-3,0,0,-40,-22,-13.345,-60,0,-3,-16.569,-15.03,0,-26.97,
TT_15_0.25_49, 15, 7, 0,0,-2,0,-30.018,-29.85,-16.132,-43.644,-10.364,-1,0,-39,-9.636,-49.356,0,
TT_15_0.50_0, 15, 4, 0,0,0,0,-6,0,-73,-21,0,-37,-8,0,-1,-2,0,
TT_15_0.50_1, 15, 5, -21,0,0,0,-27.509,0,0,-29.95,-33.99,-65.06,0,0,-2,-18.491,0,
TT_15_0.50_2, 15, 2, -3,0,-7.5,0,-29,0,-1,0,-30.5,-1,-2,0,-37,0,-10,
