15 500 0 I
3 1 3 1 2 1 2 2 2 1 3 3 1 1 2 3 1 1 3 1 3 3 3 3 3 3 2 3 1 1 2 1 3 1 2 1 2 3 3 2 3 1 2 2 2 3 2 2 3 2 2 3 3 2 3 3 3 2 3 3 2 2 1 1 2 3 2 2 3 2 3 3 1 2 1 3 1 2 2 3 3 3 3 2 1 3 2 2 2 3 2 2 2 2 2 3 2 2 3 2 3 1 2 1 3 1 1 3 3 3 3 2 3 3 2 1 2 1 2 1 1 2 2 2 2 3 2 2 2 2 2 2 2 2 3 2 3 3 1 2 1 2 1 1 1 2 1 3 2 2 1 2 1 2 3 2 3 3 3 3 2 3 3 3 3 1 1 1 2 2 1 2 3 1 1 1 2 3 2 2 1 1 1 1 1 3 3 3 3 1 3 3 1 1 3 2 3 2 1 3 2 3 1 2 1 3 3 3 3 1 3 3 2 1 1 1 3 1 1 3 1 3 3 1 2 2 3 1 2 2 1 1 2 2 1 1 1 2 3 2 2 2 2 2 1 3 3 3 2 1 1 1 2 1 2 2 2 1 3 3 1 1 2 1 2 2 2 2 3 2 3 1 3 2 2 3 2 3 1 2 2 1 3 3 3 3 1 2 2 1 3 1 1 2 1 1 3 1 2 2 1 3 3 2 1 1 3 1 3 3 3 2 1 2 3 3 3 1 2 3 1 2 1 1 1 2 1 2 1 2 1 3 2 2 3 3 2 1 2 1 3 2 1 2 3 1 2 2 3 1 1 2 3 3 2 3 1 3 1 3 3 2 1 1 1 2 1 2 3 3 3 3 2 1 3 1 2 3 2 1 1 3 2 2 3 3 3 3 3 1 2 3 1 1 1 2 1 1 2 2 3 3 1 3 3 1 2 3 2 2 3 1 2 1 1 2 3 2 2 2 3 2 2 3 1 3 3 3 1 2 2 2 2 1 3 2 1 3 3 3 2 3 1 3 1 2 3 2 2 2 3 2 2 2 2 1 3 2 2 3 3 2 3 1 1 2 3 3 2 3 3 1 1 2 3 2 1 3 1 2 1 3 2 2 2 3 3 2 3 2 2 1 1 1 1 3 2 2 3 2 
69 192 489 310 470 264 265 174 5 82 58 332 454 372 358 
1 0 1 0 0 0 1 1 1 0 2 1 1 2 2 2 1 0 2 0 1 2 0 0 1 0 1 2 0 0 2 0 0 1 2 2 0 0 0 0 0 1 2 0 0 2 0 1 0 2 1 2 2 1 0 2 2 1 2 0 0 0 2 0 1 2 1 0 0 0 1 2 1 1 1 0 0 2 0 2 0 0 2 2 0 1 1 1 0 2 2 2 2 1 0 1 1 1 2 0 1 0 2 2 2 2 0 1 2 2 2 0 2 2 2 0 1 2 0 0 2 2 2 2 0 2 0 0 2 0 2 0 0 0 2 0 0 2 0 0 2 2 2 0 0 0 0 1 2 1 1 0 0 1 2 0 0 1 1 0 1 0 0 1 1 1 2 1 1 0 1 2 2 0 1 0 2 2 2 1 1 1 2 1 0 1 2 0 1 1 2 2 1 0 0 2 2 0 1 1 2 1 2 0 0 1 1 1 1 0 1 2 0 1 2 2 0 0 0 2 2 1 0 2 2 1 1 1 0 2 1 0 1 2 0 1 0 0 1 1 0 1 2 0 0 0 2 0 2 1 2 2 1 0 0 1 0 2 1 0 2 0 0 0 2 1 2 1 0 2 1 0 1 1 1 2 2 1 2 2 1 2 0 2 0 1 1 0 1 0 0 1 1 0 1 0 0 2 1 2 1 1 2 2 1 2 1 1 1 1 0 2 0 0 2 2 0 0 0 2 0 2 1 1 2 1 1 1 2 0 1 0 1 1 1 0 2 2 1 0 0 1 2 2 1 0 0 1 2 1 0 2 1 0 1 2 1 1 2 2 2 2 0 1 0 0 2 2 1 0 1 1 0 0 0 1 2 2 0 0 2 1 0 1 1 2 0 1 1 1 0 1 2 2 0 0 0 2 1 2 2 0 0 2 2 2 1 0 1 1 2 1 0 0 0 1 2 2 0 2 1 2 1 2 1 0 2 0 2 0 2 1 1 0 2 1 0 1 1 0 2 0 0 0 2 0 2 1 1 0 0 2 0 1 1 2 1 1 1 0 2 0 2 1 2 0 0 1 2 0 0 1 0 0 0 2 2 2 1 2 1 1 1 2 0 0 2 1 1 0 0 2 0 2 2 1 2 1 2 1 
1 2 0 0 0 1 1 2 0 1 1 1 2 1 1 0 2 1 1 0 1 0 1 2 0 0 0 2 2 1 2 0 0 2 1 1 0 0 2 2 2 2 1 1 1 0 1 0 0 0 2 0 0 1 0 1 0 2 0 2 2 1 0 1 1 1 1 0 1 0 0 0 2 0 2 1 0 0 0 2 1 1 0 0 2 2 2 0 0 2 2 1 1 0 1 2 1 1 0 2 1 1 1 1 2 0 1 1 1 2 0 0 0 1 1 1 0 1 1 1 1 2 0 0 1 1 1 2 2 2 1 1 1 1 0 2 2 0 0 0 1 2 1 0 0 2 0 1 1 1 2 1 1 1 1 0 1 2 0 2 1 2 1 0 2 0 1 1 2 1 2 1 2 1 2 1 1 2 1 1 2 0 2 1 0 2 2 1 2 0 0 0 1 2 0 2 0 1 0 0 2 1 2 1 2 2 2 0 0 1 2 2 2 2 0 2 0 2 0 0 1 0 1 1 0 2 2 0 1 1 0 2 2 0 2 2 0 0 1 0 0 2 1 2 0 2 1 2 0 0 2 1 1 2 2 0 1 2 1 1 2 2 0 1 1 1 0 1 0 0 2 2 0 1 2 1 1 0 2 0 2 0 2 2 0 2 1 1 0 2 2 2 1 2 2 0 2 1 0 0 2 1 1 2 0 0 1 0 1 2 0 0 2 1 2 1 0 2 0 2 1 1 2 1 1 1 2 2 2 1 0 0 0 1 0 2 2 2 0 2 0 1 2 2 0 1 1 1 0 0 2 1 2 1 0 1 1 0 0 2 1 2 2 2 1 2 1 1 1 2 0 0 1 2 1 0 0 1 1 0 2 0 1 2 0 1 2 1 1 0 0 1 2 2 2 1 1 0 0 0 1 1 2 0 0 1 1 1 2 1 0 2 1 0 1 1 1 1 1 1 2 1 2 1 0 0 0 1 2 1 2 2 1 2 0 0 2 2 2 0 2 1 0 0 2 2 2 0 1 2 2 2 2 2 1 0 0 1 2 2 2 2 2 0 0 1 0 1 0 0 2 1 1 2 0 0 0 2 2 0 1 0 2 2 1 2 0 2 1 0 1 0 2 1 1 0 2 0 1 2 
2 0 2 0 0 2 0 0 1 1 2 1 1 2 0 2 1 0 2 2 1 1 1 2 1 2 1 0 0 0 2 1 1 1 0 1 2 1 1 2 2 2 0 0 2 0 1 1 2 0 0 1 1 1 2 2 1 1 1 1 2 0 1 0 2 0 2 1 2 1 2 2 0 2 2 1 0 1 0 0 2 0 1 1 2 2 2 0 0 2 2 2 2 2 2 0 1 1 0 0 2 0 0 2 1 2 2 1 2 2 0 2 0 2 1 1 2 1 2 2 1 0 0 1 2 2 2 2 1 0 1 0 1 2 2 2 1 1 2 2 1 1 1 2 2 1 1 1 2 0 2 1 2 2 1 0 2 1 2 2 2 2 1 2 0 0 0 0 1 2 0 1 1 2 1 0 0 1 0 0 0 0 0 2 2 2 1 1 1 1 1 0 1 2 0 2 2 1 2 2 1 0 1 2 1 2 0 1 0 1 2 0 2 1 0 0 0 0 0 1 0 0 0 2 2 2 2 0 1 1 2 0 2 1 2 0 0 2 0 1 2 2 0 2 2 2 1 2 2 1 0 1 2 0 1 0 1 0 2 1 1 1 0 0 0 2 2 0 0 0 1 2 2 2 0 0 2 2 2 2 0 2 0 1 2 2 0 1 1 1 0 0 0 1 1 2 2 2 0 2 2 1 2 2 1 1 1 2 1 0 0 0 0 2 0 0 2 2 2 2 1 1 2 1 0 2 2 0 2 1 1 1 1 0 0 2 1 2 1 0 2 1 2 2 1 2 2 1 2 0 0 2 1 1 0 1 0 2 0 0 0 0 0 2 1 2 0 2 0 2 1 0 0 2 1 0 1 1 1 0 0 1 0 2 2 0 0 2 1 1 1 1 0 2 2 1 0 0 0 2 2 0 2 0 0 1 1 1 0 0 0 2 0 1 2 0 2 2 0 2 2 1 2 2 2 2 1 2 1 2 2 0 1 1 0 2 1 0 1 2 2 1 2 0 1 2 1 1 2 2 1 0 2 0 2 1 1 1 2 2 0 2 0 1 2 2 0 0 0 1 1 0 2 2 2 0 0 2 1 0 2 1 1 2 2 2 1 0 0 2 2 0 1 1 1 2 1 2 0 2 
2 1 0 0 0 2 0 0 1 1 0 0 2 1 1 1 0 1 2 2 2 2 0 1 0 0 1 0 2 2 1 0 1 2 1 2 2 1 0 1 2 0 2 1 0 2 0 0 0 1 2 2 0 1 1 2 0 1 2 2 2 1 2 2 2 0 2 0 1 1 2 1 2 1 0 0 2 0 2 0 1 0 0 2 1 2 2 2 2 1 2 1 1 0 0 2 2 1 2 0 1 2 0 2 0 1 1 1 1 1 0 1 2 1 0 0 0 1 0 0 0 1 0 0 2 0 0 1 2 0 0 2 0 0 1 2 2 1 0 0 0 2 1 1 1 0 0 2 2 1 1 0 2 0 0 1 0 0 2 0 0 2 1 0 2 0 1 2 2 1 1 2 1 1 1 2 1 1 1 1 1 1 1 2 1 0 0 0 0 0 1 2 2 1 2 1 1 0 2 0 0 1 1 0 1 0 1 2 2 2 0 2 0 0 0 0 1 2 2 2 1 2 1 1 1 2 1 1 1 2 0 1 1 1 0 0 2 2 2 2 0 1 1 2 2 2 2 1 1 1 0 0 1 1 2 2 0 2 0 0 2 1 1 2 1 1 2 1 2 1 0 0 2 0 1 0 0 0 2 0 0 2 2 1 2 2 0 0 0 2 2 1 2 0 1 2 1 2 2 2 2 2 2 0 0 1 0 2 1 1 0 0 2 1 0 0 0 2 0 1 0 1 1 1 2 1 0 1 2 0 0 0 2 2 2 2 1 2 2 0 0 0 0 2 0 2 0 1 1 0 2 2 0 0 2 1 2 2 2 2 1 0 0 2 0 0 2 1 0 0 0 0 1 2 0 0 0 1 2 0 2 1 2 1 2 1 1 1 2 1 2 2 0 0 2 2 2 1 2 0 0 0 0 1 0 1 0 2 2 2 2 2 0 2 2 2 1 1 0 0 1 1 2 0 2 2 2 0 0 0 2 2 1 1 2 0 1 2 2 0 2 2 2 0 1 1 1 2 1 2 1 1 0 0 2 2 2 0 0 1 2 1 0 0 1 2 2 1 1 1 1 2 1 2 0 0 2 0 1 0 0 1 1 2 1 0 0 2 2 0 2 0 0 2 1 2 1 0 2 0 
1 1 2 1 0 0 0 0 0 1 2 2 0 2 2 0 0 2 2 0 1 1 1 0 2 1 1 0 0 2 1 1 0 2 2 0 2 2 1 1 1 0 0 2 2 1 0 1 2 2 2 2 2 2 2 0 2 2 2 2 0 2 1 2 0 0 2 1 2 2 0 2 0 2 0 2 0 1 1 0 1 1 0 0 2 2 2 1 2 1 2 2 2 0 0 0 0 0 0 1 0 1 1 0 2 1 0 1 2 2 1 1 0 2 0 0 0 1 2 1 2 0 1 1 2 2 1 2 2 0 1 1 2 0 0 1 2 1 2 0 0 0 1 1 1 1 2 0 2 2 0 2 0 1 1 2 1 1 0 0 0 0 2 2 0 2 0 1 0 0 2 1 2 2 2 2 0 1 1 1 0 1 1 2 2 2 2 2 0 0 2 0 2 2 2 1 0 0 1 1 0 1 0 1 0 2 0 0 1 1 0 0 1 1 2 0 2 0 0 1 0 1 2 2 2 1 0 2 2 2 0 2 0 0 0 2 0 2 0 2 2 0 0 2 2 1 2 0 2 1 0 1 2 2 0 2 0 1 2 1 0 1 2 2 2 1 2 0 2 2 2 1 1 2 2 1 0 2 1 1 0 2 1 2 2 2 1 0 0 2 0 0 0 0 1 1 0 0 1 2 1 2 0 1 2 0 1 2 1 1 0 1 2 1 1 1 0 0 0 2 1 2 0 2 2 2 2 1 1 2 2 1 0 2 1 1 1 2 1 1 0 2 0 2 1 1 0 2 1 1 2 2 0 0 1 0 2 1 2 0 1 0 1 2 1 1 0 1 0 1 0 1 0 1 2 0 0 2 1 1 2 0 0 2 1 2 1 2 0 2 2 0 1 0 2 2 1 1 0 1 1 1 1 2 0 2 0 0 0 0 1 1 2 0 0 1 1 1 1 2 2 2 1 0 0 1 0 2 0 1 0 1 1 0 1 2 0 2 0 1 2 0 0 1 1 1 2 1 1 0 1 2 0 2 1 0 0 2 1 2 0 0 0 0 1 2 2 1 0 0 0 2 2 0 1 0 2 0 2 1 0 0 1 1 1 0 1 2 2 1 1 0 0 0 2 0 0 0 1 2 
0 2 2 2 2 2 1 1 1 2 0 0 2 1 0 0 2 2 0 2 0 1 1 1 1 1 1 0 1 0 0 2 0 2 2 2 1 0 2 1 1 2 0 2 1 0 2 1 1 1 2 0 0 1 2 0 2 2 1 2 2 0 1 0 2 1 1 1 2 0 0 2 2 0 2 2 2 2 1 2 0 0 0 0 0 1 0 0 0 1 2 1 2 0 0 2 0 2 1 2 1 1 2 0 2 1 1 1 1 1 1 2 0 2 1 2 2 1 0 1 1 2 1 2 1 2 1 2 0 0 1 1 2 2 2 1 2 0 2 0 1 0 1 2 0 1 2 2 0 1 1 0 0 0 0 0 1 2 1 0 0 1 2 0 0 0 1 2 1 1 0 2 2 2 2 0 0 2 0 2 2 2 0 1 2 0 1 0 0 1 0 1 0 0 0 1 1 1 0 0 0 2 0 2 2 1 0 2 1 1 1 0 0 0 2 1 1 0 0 2 0 2 2 2 2 0 0 2 0 2 0 1 0 1 2 1 1 1 0 0 0 0 0 2 0 0 1 0 1 1 0 1 2 2 2 2 1 0 2 2 2 1 2 0 0 2 0 0 2 1 0 0 2 0 2 0 0 1 2 2 1 1 1 0 2 0 1 2 2 1 1 2 1 0 1 2 0 1 0 0 2 1 0 2 0 2 1 2 0 2 2 0 0 2 1 2 1 1 0 0 1 2 0 1 0 2 1 0 1 1 0 1 2 0 0 0 1 0 1 2 1 2 0 1 1 2 0 2 2 0 1 0 0 2 0 1 0 0 0 0 1 0 2 2 0 1 2 1 0 1 2 2 0 0 0 1 2 1 2 2 2 1 1 2 1 0 1 1 2 0 2 2 2 2 0 0 1 1 2 1 0 0 0 0 1 0 0 2 0 0 0 2 0 0 2 0 0 1 1 1 2 1 1 1 0 1 0 1 2 2 0 1 2 0 1 2 2 2 2 0 2 1 2 2 1 2 0 0 0 1 1 2 0 1 2 1 2 2 0 1 0 0 2 1 0 0 0 2 1 0 0 2 1 1 0 0 0 2 0 2 1 2 1 0 0 0 2 2 0 0 0 1 0 1 1 1 2 0 1 1 
0 2 2 1 0 0 2 2 0 2 2 0 1 1 1 2 0 2 1 2 2 0 0 0 1 1 1 2 0 0 2 2 2 2 0 2 0 2 0 0 0 1 1 2 2 1 0 2 1 2 1 1 2 0 1 1 1 0 2 0 2 2 1 1 0 0 2 1 2 2 2 2 2 2 2 1 0 2 0 1 2 2 0 1 1 0 1 1 1 1 2 0 0 1 2 0 1 0 2 2 1 0 2 2 1 1 2 0 0 0 1 0 1 1 0 2 2 0 2 1 1 1 2 0 0 1 2 2 0 2 0 1 0 2 0 1 0 0 2 0 2 1 0 0 1 0 0 1 0 0 0 2 2 0 1 1 2 1 0 1 0 0 2 1 2 0 0 0 2 0 0 1 2 1 1 0 1 2 1 2 0 1 2 1 1 1 0 0 1 1 2 1 1 0 0 1 0 1 0 0 1 2 2 0 0 2 0 1 1 1 1 1 2 2 0 0 0 0 1 1 2 0 1 1 1 2 0 1 2 2 1 0 0 1 0 0 2 1 2 1 0 2 2 2 0 0 0 2 2 0 2 0 0 0 2 0 1 0 1 1 1 2 2 2 1 1 0 0 2 2 2 2 0 0 2 0 2 0 0 0 2 1 0 1 1 0 0 1 2 2 1 0 1 1 2 2 1 0 1 1 0 2 2 0 1 1 1 0 0 2 2 2 0 1 1 2 1 2 0 2 0 1 2 1 2 1 0 1 0 1 1 2 0 1 2 1 2 2 0 2 1 0 1 0 1 0 1 0 2 2 2 1 0 0 0 0 0 1 0 0 1 0 0 0 0 0 2 1 2 2 0 0 0 1 1 1 0 1 0 1 0 2 1 1 2 1 0 2 1 0 0 2 0 1 2 1 1 1 2 1 2 2 1 1 0 2 0 2 1 1 1 0 2 1 2 1 0 2 1 2 0 2 0 1 2 2 1 1 1 2 2 2 0 2 1 2 1 0 1 0 0 0 0 0 1 1 1 1 1 2 1 2 1 0 1 1 1 1 2 2 2 1 0 1 0 0 1 0 2 0 1 1 2 1 2 0 2 1 0 1 0 0 2 1 1 2 0 0 1 0 2 2 0 2 1 0 2 2 0 2 
1 2 1 1 1 2 2 1 2 2 2 0 1 2 0 0 1 1 2 1 1 2 2 1 2 2 1 1 2 0 0 2 2 0 1 0 1 0 0 0 0 1 1 0 2 0 1 1 1 0 0 2 0 1 0 2 0 1 2 1 2 1 0 0 1 1 1 0 2 0 2 0 1 2 1 1 2 0 2 1 1 1 2 0 1 1 0 1 0 2 0 2 2 0 2 1 0 1 1 0 2 2 1 0 0 0 0 1 1 1 2 0 1 0 0 2 0 2 2 1 1 1 1 0 2 1 1 0 1 0 1 0 1 2 2 1 2 2 0 2 0 0 1 0 2 0 2 1 2 2 1 1 1 0 1 1 2 1 1 0 0 0 2 0 1 0 0 2 0 2 1 0 2 2 0 1 0 1 1 1 0 0 1 1 1 0 2 1 2 0 0 1 1 0 0 0 1 0 0 0 2 1 0 0 1 2 1 2 0 2 0 1 0 1 0 1 0 0 1 1 2 0 1 2 1 2 1 0 0 2 1 2 0 0 1 1 1 1 1 1 1 2 1 1 1 2 1 2 2 1 2 1 1 0 0 0 0 1 0 2 0 0 2 2 2 2 2 2 0 1 1 1 2 1 1 2 2 0 0 2 0 1 0 0 0 2 2 2 1 2 1 0 1 0 0 2 0 0 0 1 2 0 0 0 1 0 0 1 2 1 1 2 1 0 2 2 2 0 1 1 0 0 1 0 1 1 0 1 1 0 1 2 1 0 2 1 0 0 2 0 1 2 0 1 0 2 0 1 2 0 2 1 1 0 0 1 0 0 1 0 2 2 1 2 0 1 1 0 1 0 1 2 0 1 0 0 2 2 2 0 0 0 2 0 1 1 2 0 2 0 1 0 1 2 1 2 1 1 1 1 2 2 2 2 0 0 1 1 1 0 0 1 2 2 0 2 0 2 1 1 2 1 2 1 0 0 0 2 2 1 2 2 0 1 2 0 2 1 2 1 1 0 0 0 0 0 0 0 2 0 1 0 1 1 1 2 0 0 1 2 2 1 1 2 1 1 0 0 2 2 0 2 1 1 0 2 0 1 0 1 1 1 0 1 2 1 2 2 1 2 1 0 1 2 2 2 1 2 2 0 
